row,col,latitude,longitude,avg_concentration,max_concentration,frequency,hotspot_score
25,19,-19.666020,-65.750770,0.000001,0.000010,137,0.000197
25,20,-19.666020,-65.740770,0.000002,0.000010,129,0.000195
25,21,-19.666020,-65.730770,0.000001,0.000010,124,0.000169
25,22,-19.666020,-65.720770,0.000001,0.000010,104,0.000149
25,23,-19.666020,-65.710770,0.000001,0.000010,85,0.000103
25,24,-19.666020,-65.700770,0.000001,0.000010,73,0.000070
25,25,-19.666020,-65.690770,0.000000,0.000010,59,0.000029
25,26,-19.666020,-65.680770,0.000000,0.000001,50,0.000014
25,27,-19.666020,-65.670770,0.000000,0.000001,40,0.000012
25,28,-19.666020,-65.660770,0.000000,0.000001,26,0.000008
25,29,-19.666020,-65.650770,0.000000,0.000001,20,0.000004
25,30,-19.666020,-65.640770,0.000000,0.000000,9,0.000000
25,31,-19.666020,-65.630770,0.000000,0.000000,7,0.000000
25,32,-19.666020,-65.620770,0.000000,0.000000,6,0.000000
26,5,-19.676020,-65.890770,0.000000,0.000001,29,0.000006
26,6,-19.676020,-65.880770,0.000000,0.000001,34,0.000009
26,7,-19.676020,-65.870770,0.000000,0.000010,73,0.000031
26,8,-19.676020,-65.860770,0.000000,0.000010,79,0.000033
26,9,-19.676020,-65.850770,0.000001,0.000010,71,0.000040
26,10,-19.676020,-65.840770,0.000000,0.000010,98,0.000029
26,11,-19.676020,-65.830770,0.000000,0.000001,108,0.000021
26,12,-19.676020,-65.820770,0.000000,0.000010,110,0.000036
26,13,-19.676020,-65.810770,0.000000,0.000010,120,0.000059
26,14,-19.676020,-65.800770,0.000000,0.000010,113,0.000049
26,15,-19.676020,-65.790770,0.000001,0.000010,114,0.000071
26,16,-19.676020,-65.780770,0.000001,0.000010,119,0.000102
26,17,-19.676020,-65.770770,0.000001,0.000010,127,0.000117
26,18,-19.676020,-65.760770,0.000001,0.000010,143,0.000181
26,19,-19.676020,-65.750770,0.000001,0.000010,141,0.000189
26,20,-19.676020,-65.740770,0.000002,0.000010,126,0.000195
26,21,-19.676020,-65.730770,0.000002,0.000010,117,0.000190
26,22,-19.676020,-65.720770,0.000001,0.000010,106,0.000150
26,23,-19.676020,-65.710770,0.000001,0.000010,84,0.000091
26,24,-19.676020,-65.700770,0.000001,0.000010,74,0.000070
26,25,-19.676020,-65.690770,0.000001,0.000010,61,0.000048
26,26,-19.676020,-65.680770,0.000000,0.000001,53,0.000016
26,27,-19.676020,-65.670770,0.000000,0.000001,46,0.000014
26,28,-19.676020,-65.660770,0.000000,0.000001,28,0.000008
26,29,-19.676020,-65.650770,0.000000,0.000001,17,0.000004
26,30,-19.676020,-65.640770,0.000000,0.000000,8,0.000000
26,31,-19.676020,-65.630770,0.000000,0.000000,6,0.000000
26,32,-19.676020,-65.620770,0.000000,0.000000,6,0.000000
27,5,-19.686020,-65.890770,0.000000,0.000001,22,0.000004
27,6,-19.686020,-65.880770,0.000000,0.000001,27,0.000007
27,7,-19.686020,-65.870770,0.000001,0.000010,27,0.000017
27,8,-19.686020,-65.860770,0.000001,0.000010,33,0.000018
27,9,-19.686020,-65.850770,0.000001,0.000010,31,0.000017
27,10,-19.686020,-65.840770,0.000000,0.000001,44,0.000007
27,11,-19.686020,-65.830770,0.000000,0.000001,51,0.000008
27,12,-19.686020,-65.820770,0.000000,0.000001,49,0.000009
27,13,-19.686020,-65.810770,0.000001,0.000010,54,0.000030
27,14,-19.686020,-65.800770,0.000000,0.000010,51,0.000020
27,15,-19.686020,-65.790770,0.000000,0.000001,54,0.000012
27,16,-19.686020,-65.780770,0.000001,0.000010,51,0.000033
27,17,-19.686020,-65.770770,0.000001,0.000010,58,0.000044
27,18,-19.686020,-65.760770,0.000001,0.000010,65,0.000064
27,19,-19.686020,-65.750770,0.000001,0.000010,62,0.000054
27,20,-19.686020,-65.740770,0.000001,0.000010,48,0.000061
27,21,-19.686020,-65.730770,0.000001,0.000010,50,0.000060
27,22,-19.686020,-65.720770,0.000001,0.000010,42,0.000040
27,23,-19.686020,-65.710770,0.000001,0.000010,40,0.000030
27,24,-19.686020,-65.700770,0.000000,0.000010,36,0.000018
27,25,-19.686020,-65.690770,0.000000,0.000001,33,0.000005
27,26,-19.686020,-65.680770,0.000000,0.000001,27,0.000004
27,27,-19.686020,-65.670770,0.000000,0.000001,27,0.000004
27,28,-19.686020,-65.660770,0.000000,0.000000,9,0.000000
27,29,-19.686020,-65.650770,0.000000,0.000000,7,0.000000
27,30,-19.686020,-65.640770,0.000000,0.000000,7,0.000000
27,31,-19.686020,-65.630770,0.000000,0.000000,4,0.000000
27,32,-19.686020,-65.620770,0.000000,0.000000,2,0.000000
28,5,-19.696020,-65.890770,0.000000,0.000001,23,0.000004
28,6,-19.696020,-65.880770,0.000000,0.000001,24,0.000005
28,7,-19.696020,-65.870770,0.000000,0.000001,24,0.000005
28,8,-19.696020,-65.860770,0.000000,0.000001,31,0.000007
28,9,-19.696020,-65.850770,0.000000,0.000001,28,0.000005
28,10,-19.696020,-65.840770,0.000000,0.000001,27,0.000007
28,11,-19.696020,-65.830770,0.000000,0.000001,24,0.000006
28,12,-19.696020,-65.820770,0.000000,0.000001,24,0.000006
28,13,-19.696020,-65.810770,0.000001,0.000010,25,0.000017
28,14,-19.696020,-65.800770,0.000000,0.000001,26,0.000008
28,15,-19.696020,-65.790770,0.000001,0.000010,27,0.000017
28,16,-19.696020,-65.780770,0.000001,0.000010,31,0.000019
28,17,-19.696020,-65.770770,0.000001,0.000010,31,0.000030
28,18,-19.696020,-65.760770,0.000001,0.000010,33,0.000032
28,19,-19.696020,-65.750770,0.000001,0.000010,31,0.000041
28,20,-19.696020,-65.740770,0.000002,0.000010,24,0.000049
28,21,-19.696020,-65.730770,0.000003,0.000010,23,0.000059
28,22,-19.696020,-65.720770,0.000002,0.000010,19,0.000039
28,23,-19.696020,-65.710770,0.000001,0.000010,14,0.000016
28,24,-19.696020,-65.700770,0.000000,0.000001,14,0.000006
28,25,-19.696020,-65.690770,0.000000,0.000001,12,0.000005
28,26,-19.696020,-65.680770,0.000000,0.000001,10,0.000005
28,27,-19.696020,-65.670770,0.000000,0.000001,10,0.000005
