row,col,latitude,longitude,avg_concentration,max_concentration,frequency,hotspot_score
24,25,-19.655650,-65.690770,0.000001,0.000010,75,0.000108
24,26,-19.655650,-65.680770,0.000001,0.000010,58,0.000064
24,27,-19.655650,-65.670770,0.000001,0.000010,45,0.000028
24,28,-19.655650,-65.660770,0.000001,0.000010,34,0.000020
24,29,-19.655650,-65.650770,0.000000,0.000001,28,0.000007
24,30,-19.655650,-65.640770,0.000000,0.000000,19,0.000001
24,31,-19.655650,-65.630770,0.000000,0.000000,14,0.000000
24,32,-19.655650,-65.620770,0.000000,0.000000,12,0.000000
25,5,-19.665650,-65.890770,0.000002,0.000010,27,0.000051
25,6,-19.665650,-65.880770,0.000003,0.000010,34,0.000091
25,7,-19.665650,-65.870770,0.000002,0.000010,80,0.000180
25,8,-19.665650,-65.860770,0.000002,0.000010,88,0.000190
25,9,-19.665650,-65.850770,0.000002,0.000010,80,0.000159
25,10,-19.665650,-65.840770,0.000002,0.000010,133,0.000209
25,11,-19.665650,-65.830770,0.000002,0.000010,145,0.000252
25,12,-19.665650,-65.820770,0.000004,0.000100,151,0.000566
25,13,-19.665650,-65.810770,0.000004,0.000100,157,0.000670
25,14,-19.665650,-65.800770,0.000007,0.000100,165,0.001095
25,15,-19.665650,-65.790770,0.000007,0.000100,164,0.001210
25,16,-19.665650,-65.780770,0.000010,0.000100,182,0.001891
25,17,-19.665650,-65.770770,0.000011,0.000100,168,0.001786
25,18,-19.665650,-65.760770,0.000012,0.000100,161,0.001965
25,19,-19.665650,-65.750770,0.000011,0.000100,161,0.001773
25,20,-19.665650,-65.740770,0.000013,0.000100,141,0.001800
25,21,-19.665650,-65.730770,0.000009,0.000100,127,0.001176
25,22,-19.665650,-65.720770,0.000006,0.000100,119,0.000773
25,23,-19.665650,-65.710770,0.000005,0.000100,99,0.000518
25,24,-19.665650,-65.700770,0.000002,0.000010,92,0.000188
25,25,-19.665650,-65.690770,0.000001,0.000010,70,0.000098
25,26,-19.665650,-65.680770,0.000001,0.000010,59,0.000047
25,27,-19.665650,-65.670770,0.000001,0.000010,49,0.000032
25,28,-19.665650,-65.660770,0.000001,0.000010,39,0.000024
25,29,-19.665650,-65.650770,0.000000,0.000001,31,0.000008
25,30,-19.665650,-65.640770,0.000000,0.000000,17,0.000001
25,31,-19.665650,-65.630770,0.000000,0.000000,15,0.000001
25,32,-19.665650,-65.620770,0.000000,0.000000,14,0.000000
26,5,-19.675650,-65.890770,0.000001,0.000010,25,0.000031
26,6,-19.675650,-65.880770,0.000002,0.000010,29,0.000071
26,7,-19.675650,-65.870770,0.000002,0.000010,68,0.000137
26,8,-19.675650,-65.860770,0.000002,0.000010,79,0.000151
26,9,-19.675650,-65.850770,0.000002,0.000010,72,0.000127
26,10,-19.675650,-65.840770,0.000001,0.000010,113,0.000141
26,11,-19.675650,-65.830770,0.000001,0.000010,123,0.000183
26,12,-19.675650,-65.820770,0.000003,0.000100,125,0.000427
26,13,-19.675650,-65.810770,0.000005,0.000100,128,0.000615
26,14,-19.675650,-65.800770,0.000006,0.000100,135,0.000831
26,15,-19.675650,-65.790770,0.000007,0.000100,141,0.000935
26,16,-19.675650,-65.780770,0.000007,0.000100,149,0.001014
26,17,-19.675650,-65.770770,0.000007,0.000100,147,0.001024
26,18,-19.675650,-65.760770,0.000009,0.000100,146,0.001345
26,19,-19.675650,-65.750770,0.000009,0.000100,128,0.001209
26,20,-19.675650,-65.740770,0.000008,0.000100,118,0.000986
26,21,-19.675650,-65.730770,0.000005,0.000100,107,0.000545
26,22,-19.675650,-65.720770,0.000004,0.000100,100,0.000352
26,23,-19.675650,-65.710770,0.000002,0.000010,91,0.000206
26,24,-19.675650,-65.700770,0.000002,0.000010,82,0.000135
26,25,-19.675650,-65.690770,0.000001,0.000010,62,0.000088
26,26,-19.675650,-65.680770,0.000001,0.000010,55,0.000074
26,27,-19.675650,-65.670770,0.000001,0.000010,43,0.000029
26,28,-19.675650,-65.660770,0.000001,0.000010,35,0.000023
26,29,-19.675650,-65.650770,0.000000,0.000001,26,0.000005
26,30,-19.675650,-65.640770,0.000000,0.000000,18,0.000001
26,31,-19.675650,-65.630770,0.000000,0.000000,13,0.000001
26,32,-19.675650,-65.620770,0.000000,0.000000,11,0.000000
27,5,-19.685650,-65.890770,0.000001,0.000010,22,0.000021
27,6,-19.685650,-65.880770,0.000002,0.000010,27,0.000043
27,7,-19.685650,-65.870770,0.000001,0.000010,25,0.000032
27,8,-19.685650,-65.860770,0.000001,0.000010,25,0.000034
27,9,-19.685650,-65.850770,0.000001,0.000010,24,0.000033
27,10,-19.685650,-65.840770,0.000001,0.000010,57,0.000038
27,11,-19.685650,-65.830770,0.000001,0.000010,69,0.000081
27,12,-19.685650,-65.820770,0.000001,0.000010,67,0.000091
27,13,-19.685650,-65.810770,0.000004,0.000100,72,0.000292
27,14,-19.685650,-65.800770,0.000004,0.000100,74,0.000296
27,15,-19.685650,-65.790770,0.000004,0.000100,72,0.000294
27,16,-19.685650,-65.780770,0.000007,0.000100,70,0.000505
27,17,-19.685650,-65.770770,0.000007,0.000100,70,0.000516
27,18,-19.685650,-65.760770,0.000009,0.000100,59,0.000516
27,19,-19.685650,-65.750770,0.000009,0.000100,66,0.000619
27,20,-19.685650,-65.740770,0.000008,0.000100,63,0.000509
27,21,-19.685650,-65.730770,0.000003,0.000100,59,0.000189
27,22,-19.685650,-65.720770,0.000003,0.000100,52,0.000177
27,23,-19.685650,-65.710770,0.000001,0.000010,45,0.000065
27,24,-19.685650,-65.700770,0.000001,0.000010,38,0.000035
27,25,-19.685650,-65.690770,0.000001,0.000010,31,0.000022
27,26,-19.685650,-65.680770,0.000001,0.000010,27,0.000019
27,27,-19.685650,-65.670770,0.000001,0.000010,23,0.000016
27,28,-19.685650,-65.660770,0.000000,0.000000,17,0.000001
27,29,-19.685650,-65.650770,0.000000,0.000000,15,0.000000
27,30,-19.685650,-65.640770,0.000000,0.000000,15,0.000000
27,31,-19.685650,-65.630770,0.000000,0.000000,11,0.000000
27,32,-19.685650,-65.620770,0.000000,0.000000,8,0.000000
28,5,-19.695650,-65.890770,0.000001,0.000010,23,0.000022
28,6,-19.695650,-65.880770,0.000001,0.000010,25,0.000023
28,7,-19.695650,-65.870770,0.000001,0.000010,25,0.000032
28,8,-19.695650,-65.860770,0.000001,0.000010,21,0.000023
28,9,-19.695650,-65.850770,0.000001,0.000010,21,0.000023
28,10,-19.695650,-65.840770,0.000001,0.000010,27,0.000028
28,11,-19.695650,-65.830770,0.000002,0.000010,32,0.000048
28,12,-19.695650,-65.820770,0.000002,0.000010,32,0.000069
28,13,-19.695650,-65.810770,0.000002,0.000010,35,0.000053
28,14,-19.695650,-65.800770,0.000002,0.000010,36,0.000066
28,15,-19.695650,-65.790770,0.000003,0.000010,29,0.000082
28,16,-19.695650,-65.780770,0.000003,0.000010,31,0.000093
28,17,-19.695650,-65.770770,0.000006,0.000100,32,0.000193
28,18,-19.695650,-65.760770,0.000007,0.000100,29,0.000191
28,19,-19.695650,-65.750770,0.000003,0.000010,30,0.000101
28,20,-19.695650,-65.740770,0.000003,0.000010,29,0.000091
28,21,-19.695650,-65.730770,0.000003,0.000010,31,0.000091
28,22,-19.695650,-65.720770,0.000003,0.000010,24,0.000079
28,23,-19.695650,-65.710770,0.000003,0.000010,19,0.000049
28,24,-19.695650,-65.700770,0.000002,0.000010,15,0.000037
28,25,-19.695650,-65.690770,0.000001,0.000010,12,0.000016
28,26,-19.695650,-65.680770,0.000001,0.000001,7,0.000004
28,27,-19.695650,-65.670770,0.000001,0.000001,6,0.000003
