OBJECTID,ORIG_FID,index,elev,smoothed_elev,distance_m,smoothed_slope
444,1,444,2709,2710.0130786735226,44400,-0.0030014086276196395
445,1,445,2708,2709.7153059224793,44500,-0.002977727510433397
446,1,446,2708,2709.419812493967,44600,-0.002954934285121453
447,1,447,2708,2709.126509598797,44700,-0.002933028951701999
448,1,448,2709,2708.835308447779,44800,-0.0029120115101795817
449,1,449,2708,2708.546120251723,44900,-0.0028918819605587487
450,1,450,2707,2708.258856221441,45000,-0.00287264030282131
451,1,451,2708,2707.973427567743,45100,-0.002854286536980908
452,1,452,2708,2707.689745501439,45200,-0.0028368206630375427
453,1,453,2708,2707.4077212333405,45300,-0.0028202426809866665
454,1,454,2707,2707.127265974258,45400,-0.0028045525908237325
455,1,455,2706,2706.848290935002,45500,-0.0027897503925623825
456,1,456,2707,2706.570707326383,45600,-0.002775836086188974
457,1,457,2706,2706.2944263592112,45700,-0.0027628096717171504
458,1,458,2708,2706.019359244298,45800,-0.002750671149133268
459,1,459,2706,2705.745417192454,45900,-0.0027394205184373276
460,1,460,2706,2705.47251141449,46000,-0.0027290577796429717
461,1,461,2706,2705.2005531212158,46100,-0.0027195829327411047
462,1,462,2705,2704.9294535234435,46200,-0.0027109959777226324
463,1,463,2706,2704.659123831981,46300,-0.002703296914623934
464,1,464,2704,2704.389475257643,46400,-0.002696485743381345
465,1,465,2705,2704.120419011236,46500,-0.002690562464067625
466,1,466,2704,2703.851866303573,46600,-0.0026855270766327523
467,1,467,2703,2703.583728345464,46700,-0.0026813795810903683
468,1,468,2701,2703.3159163477203,46800,-0.0026781199774359265
469,1,469,2703,2703.048341521151,46900,-0.002675748265692164
470,1,470,2702,2702.7809150765684,47000,-0.002674264445827248
471,1,471,2701,2702.513548224782,47100,-0.0026736685178639164
472,1,472,2701,2702.246152176603,47200,-0.0026739604817885266
473,1,473,2702,2701.9786381428426,47300,-0.002675140337605626
474,1,474,2702,2701.7109173343097,47400,-0.002677208085328857
475,1,475,2702,2701.442900961816,47500,-0.0026801637249354825
476,1,476,2702,2701.174500236172,47600,-0.0026840072564391446
477,1,477,2702,2700.9056263681896,47700,-0.0026887386798262014
478,1,478,2701,2700.6361905686767,47800,-0.0026943579951284845
479,1,479,2701,2700.3661040484467,47900,-0.00270086520230052
480,1,480,2700,2700.0952780183084,48000,-0.002708260301383234
481,1,481,2701,2699.8236236890734,48100,-0.0027165432923493427
482,1,482,2699,2699.5510522715513,48200,-0.002725714175221583
483,1,483,2701,2699.277474976554,48300,-0.00273577294997267
484,1,484,2699,2699.0028030148915,48400,-0.0027467196166253414
485,1,485,2699,2698.726947597374,48500,-0.0027585541751750497
486,1,486,2698,2698.4498199348136,48600,-0.002771276625603605
487,1,487,2699,2698.171331238019,48700,-0.0027848869679473866
488,1,488,2698,2697.891392717802,48800,-0.002799385202170015
489,1,489,2698,2697.609915584973,48900,-0.0028147713282896804
490,1,490,2699,2697.3268110503427,49000,-0.0028310453463018348
491,1,491,2697,2697.0419903247216,49100,-0.002848207256211026
492,1,492,2697,2696.7553646189203,49200,-0.0028662570580127067
493,1,493,2697,2696.4668451437506,49300,-0.0028851947516977815
494,1,494,2696,2696.1763431100208,49400,-0.002905020337298083
495,1,495,2695,2695.8837697285435,49500,-0.002925733814772684
496,1,496,2696,2695.589036210128,49600,-0.0029473351841534166
497,1,497,2696,2695.2938796756985,49700,-0.002951565344296796
498,1,498,2695,2695.000064469034,49800,-0.002938152066644761
499,1,499,2694,2694.7075426352317,49900,-0.0029252183380231145
500,1,500,2694,2694.416266219386,50000,-0.0029127641584545927
501,1,501,2693,2694.1261872665964,50100,-0.002900789527898269
502,1,502,2693,2693.8372578219564,50200,-0.0028892944463996175
503,1,503,2693,2693.549429930564,50300,-0.002878278913922259
504,1,504,2692,2693.262655637515,50400,-0.002867742930493478
505,1,505,2693,2692.9768869879053,50500,-0.002857686496095084
506,1,506,2692,2692.6920760268326,50600,-0.002848109610727079
507,1,507,2692,2692.408174799391,50700,-0.0028390122744167455
508,1,508,2692,2692.125135350678,50800,-0.0028303944871277053
509,1,509,2693,2691.8429097257913,50900,-0.002822256248869053
510,1,510,2693,2691.561449969825,51000,-0.0028145975596635254
511,1,511,2691,2691.2807081278766,51100,-0.002807418419483838
512,1,512,2689,2691.0006362450417,51200,-0.002800718828348181
513,1,513,2690,2690.7211863664174,51300,-0.0027944987862429118
514,1,514,2691,2690.4423105371,51400,-0.0027887582931725775
515,1,515,2690,2690.163960802185,51500,-0.002783497349150821
516,1,516,2690,2689.8860892067696,51600,-0.0027787159541549046
517,1,517,2690,2689.6086477959498,51700,-0.002774414108198471
518,1,518,2690,2689.3315886148216,51800,-0.0027705918112815196
519,1,519,2690,2689.0548637084826,51900,-0.002767249063390409
520,1,520,2689,2688.778425122027,52000,-0.0027643858645569706
521,1,521,2689,2688.5022249005524,52100,-0.002762002214744825
522,1,522,2690,2688.2262150891556,52200,-0.002760098113967615
523,1,523,2690,2687.950347732932,52300,-0.002758673562234435
524,1,524,2689,2687.674574876979,52400,-0.0027577285595316425
525,1,525,2688,2687.3988485663913,52500,-0.0027572631058774277
526,1,526,2686,2687.1231208462673,52600,-0.002757277201239958
527,1,527,2686,2686.8473437617013,52700,-0.0027577708456601614
528,1,528,2686,2686.5714693577906,52800,-0.0027587440391062044
529,1,529,2685,2686.295449679631,52900,-0.002760196781596278
530,1,530,2685,2686.0192367723203,53000,-0.0027621290731076444
531,1,531,2685,2685.742782680953,53100,-0.0027645409136721356
532,1,532,2683,2685.466039450627,53200,-0.002767432303262467
533,1,533,2685,2685.188959126437,53300,-0.0027708032418968286
534,1,534,2685,2684.9114937534805,53400,-0.0027746537295661256
535,1,535,2684,2684.633595376854,53500,-0.00277898376626581
536,1,536,2684,2684.355216041653,53600,-0.002783793352009525
537,1,537,2684,2684.0763077929732,53700,-0.0027890824867972696
538,1,538,2684,2683.7968226759126,53800,-0.0027948511706063074
539,1,539,2684,2683.516712735567,53900,-0.0028010994034548277
540,1,540,2683,2683.235930017033,54000,-0.0028078271853428306
541,1,541,2685,2682.954426565406,54100,-0.002815034516270316
542,1,542,2683,2682.672154425782,54200,-0.0028227213962372846
543,1,543,2684,2682.389065643259,54300,-0.002830887825230093
544,1,544,2681,2682.1051122629315,54400,-0.0028395338032760264
545,1,545,2682,2681.8202463298976,54500,-0.0028486593303387055
546,1,546,2681,2681.5344198892526,54600,-0.002858264406449962
547,1,547,2681,2681.247584986093,54700,-0.0028683490315961537
548,1,548,2680,2680.9596936655157,54800,-0.002878913205772733
549,1,549,2680,2680.670697972615,54900,-0.002889956929006985
550,1,550,2680,2680.3805499524897,55000,-0.0029014802012534346
551,1,551,2678,2680.0892016502353,55100,-0.0029134830225439143
552,1,552,2681,2679.7966051109474,55200,-0.0029259653928784247
553,1,553,2682,2679.5027123797236,55300,-0.002938927312238775
554,1,554,2679,2679.2074755016583,55400,-0.0029523687806522502
555,1,555,2679,2678.91084652185,55500,-0.0029662897980824708
556,1,556,2680,2678.612777485394,55600,-0.0029806903645612694
557,1,557,2677,2678.3132204373865,55700,-0.0029955704800750027
558,1,558,2678,2678.012127422924,55800,-0.0030109301446236713
559,1,559,2678,2677.7102147194437,55900,-0.0030191270348041144
560,1,560,2675,2677.4082252860085,56000,-0.0030198943343521024
561,1,561,2677,2677.1061511901576,56100,-0.003020740958509123
562,1,562,2675,2676.8039844994278,56200,-0.003021666907297913
563,1,563,2675,2676.5017172813577,56300,-0.0030226721807002834
564,1,564,2679,2676.1993416034857,56400,-0.003023756778720781
565,1,565,2677,2675.89684953335,56500,-0.0030249207013548583
566,1,566,2679,2675.594233138487,56600,-0.0030261639486298007
567,1,567,2678,2675.2914844864363,56700,-0.0030274865205092284
568,1,568,2678,2674.9885956447356,56800,-0.0030288884170067833
569,1,569,2676,2674.6855586809215,56900,-0.003030369638140655
570,1,570,2677,2674.3823656625327,57000,-0.0030319301838881074
571,1,571,2677,2674.0790086571083,57100,-0.003033570054244592
572,1,572,2677,2673.775479732185,57200,-0.0030352892492328466
573,1,573,2677,2673.471770955301,57300,-0.0030370877688392283
574,1,574,2675,2673.1678743939947,57400,-0.0030389656130637376
575,1,575,2677,2672.863782115803,57500,-0.0030409227819154696
576,1,576,2676,2672.5594861882655,57600,-0.0030429592753762336
577,1,577,2677,2672.2549786789186,57700,-0.0030450750934687674
578,1,578,2675,2671.9502516553016,57800,-0.003047270236170334
579,1,579,2673,2671.6452971849517,57900,-0.003049544703499123
580,1,580,2671,2671.340107335406,58000,-0.0030518984954551343
581,1,581,2671,2671.034674174204,58100,-0.003054331612020178
582,1,582,2670,2670.7289897688834,58200,-0.003056844053207897
583,1,583,2671,2670.4230461869815,58300,-0.0030594358190182904
584,1,584,2670,2670.1168354960364,58400,-0.0030621069094513586
585,1,585,2669,2669.810349763587,58500,-0.0030648573244934597
586,1,586,2671,2669.5035810571703,58600,-0.0030676870641673302
587,1,587,2670,2669.196521444324,58700,-0.003070596128463876
588,1,588,2669,2668.8891629925874,58800,-0.003073584517364907
589,1,589,2668,2668.5814977694977,58900,-0.0030766522308977072
590,1,590,2668,2668.2735178425924,59000,-0.0030797992690531828
591,1,591,2669,2667.965215279409,59100,-0.003083025631831333
592,1,592,2668,2667.656582147488,59200,-0.0030863313192139685
593,1,593,2668,2667.3476105143645,59300,-0.003089716331232921
594,1,594,2667,2667.038292447578,59400,-0.003093180667865454
595,1,595,2666,2666.7286200146664,59500,-0.003096724329116114
596,1,596,2667,2666.418585283167,59600,-0.0031003473149939964
597,1,597,2667,2666.108180320619,59700,-0.003104049625480911
598,1,598,2667,2665.797397194559,59800,-0.0031078312605995963
599,1,599,2666,2665.4862279725244,59900,-0.0031116922203455032
600,1,600,2666,2665.1746647220552,60000,-0.003115632504691348
601,1,601,2665,2664.862699510689,60100,-0.0031196521136644152
602,1,602,2665,2664.550324405963,60200,-0.003123751047260157
603,1,603,2662,2664.237531475414,60300,-0.003127929305487669
604,1,604,2663,2663.924312786583,60400,-0.003132186888310571
605,1,605,2661,2663.610660407006,60500,-0.00313652379576979
606,1,606,2674,2663.2965664042204,60600,-0.0031409400278562317
607,1,607,2662,2662.982022845765,60700,-0.003145435584551706
608,1,608,2663,2662.6670217991787,60800,-0.0031500104658653072
609,1,609,2663,2662.351555331998,60900,-0.0031546646718061313
610,1,610,2662,2662.0356155117615,61000,-0.0031593982023650825
611,1,611,2661,2661.719194406007,61100,-0.003164211057546709
612,1,612,2661,2661.402284082272,61200,-0.0031691032373464623
613,1,613,2660,2661.0848766080962,61300,-0.0031740747417597958
614,1,614,2659,2660.7669640510153,61400,-0.0031791255708094467
615,1,615,2660,2660.4485384785694,61500,-0.0031842557244590353
616,1,616,2660,2660.129591958294,61600,-0.003189465202754036
617,1,617,2659,2659.81011655773,61700,-0.0031947540056398794
618,1,618,2658,2659.490104344413,61800,-0.003200122133171135
619,1,619,2657,2659.1695473858813,61900,-0.0032055695853159703
620,1,620,2663,2658.8484377496743,62000,-0.0032110963620698386
621,1,621,2657,2658.5269338347575,62100,-0.003215039149167751
622,1,622,2657,2658.205195113854,62200,-0.0032173872090334042
623,1,623,2657,2657.8832152651325,62300,-0.0032197984872163942
624,1,624,2658,2657.5609879667636,62400,-0.003222272983689436
625,1,625,2656,2657.238506896918,62500,-0.0032248106984570767
626,1,626,2656,2656.915765733764,62600,-0.0032274116315375067
627,1,627,2654,2656.592758155474,62700,-0.003230075782903441
628,1,628,2654,2656.269477840216,62800,-0.003232803152577617
629,1,629,2655,2655.9459184661614,62900,-0.0032355937405463917
630,1,630,2656,2655.622073711479,63000,-0.003238447546823409
631,1,631,2655,2655.2979372543396,63100,-0.0032413645713950247
632,1,632,2654,2654.973502772913,63200,-0.0032443448142657873
633,1,633,2654,2654.64876394537,63300,-0.0032473882754311487
634,1,634,2654,2654.3237144498785,63400,-0.0032504949549138473
635,1,635,2654,2653.998347964611,63500,-0.003253664852672955
636,1,636,2653,2653.6726581677362,63600,-0.003256897968749399
637,1,637,2652,2653.3466387374237,63700,-0.00326019430312499
638,1,638,2653,2653.0202833518456,63800,-0.003263553855781538
639,1,639,2653,2652.6935856891696,63900,-0.00326697662675997
640,1,640,2651,2652.366539427567,64000,-0.003270462616023906
641,1,641,2649,2652.039138245207,64100,-0.003274011823600631
642,1,642,2651,2651.71137582026,64200,-0.0032776242494719555
643,1,643,2650,2651.3832458308966,64300,-0.0032812998936333315
644,1,644,2651,2651.054741955286,64400,-0.0032850387561074966
645,1,645,2650,2650.7258578715987,64500,-0.0032888408368717138
646,1,646,2650,2650.396587258004,64600,-0.0032927061359487196
647,1,647,2650,2650.066923792673,64700,-0.0032966346533066827
648,1,648,2648,2649.7368611537754,64800,-0.0033006263889774345
649,1,649,2649,2649.4063930194807,64900,-0.003304681342947333
650,1,650,2649,2649.07551306796,65000,-0.0033087995152072834
651,1,651,2649,2648.744214977382,65100,-0.003312980905780023
652,1,652,2648,2648.4124924259177,65200,-0.003317225514642814
653,1,653,2647,2648.080339091736,65300,-0.0033215333418183945
654,1,654,2648,2647.747748653008,65400,-0.003325904387279479
655,1,655,2647,2647.4147147879034,65500,-0.003330338651044258
656,1,656,2648,2647.0812311745926,65600,-0.003334836133108183
657,1,657,2646,2646.7472914912446,65700,-0.0033393968334803504
658,1,658,2646,2646.4128894160303,65800,-0.003344020752142569
659,1,659,2646,2646.07801862712,65900,-0.0033487078891039344
660,1,660,2646,2645.7426728026826,66000,-0.0033534582443735415
661,1,661,2646,2645.4068456208884,66100,-0.0033582718179422954
662,1,662,2644,2645.0705307599083,66200,-0.003363148609801101
663,1,663,2644,2644.7337218979114,66300,-0.003368088619968148
664,1,664,2643,2644.3964127130694,66400,-0.0033730918484206995
665,1,665,2644,2644.0585968835494,66500,-0.0033781582951996824
666,1,666,2643,2643.7202680875234,66600,-0.0033832879602596223
667,1,667,2644,2643.381420003161,66700,-0.003388480843623256
668,1,668,2643,2643.042046308633,66800,-0.003393736945281489
669,1,669,2642,2642.702140682108,66900,-0.003399056265247964
670,1,670,2644,2642.3616968017573,67000,-0.003404438803509038
671,1,671,2641,2642.0207083457503,67100,-0.0034098845600692585
672,1,672,2639,2641.679168992257,67200,-0.0034153935349331734
673,1,673,2642,2641.337072419447,67300,-0.003420965728100782
674,1,674,2639,2640.994412305491,67400,-0.003426601139558443
675,1,675,2639,2640.651182328559,67500,-0.0034322997693197977
676,1,676,2639,2640.3073761668206,67600,-0.0034380616173848464
677,1,677,2640,2639.962987498447,67700,-0.0034438866837354
678,1,678,2639,2639.6180100016063,67800,-0.003449774968407837
679,1,679,2639,2639.27243735447,67900,-0.0034557264713612314
680,1,680,2639,2638.926263235208,68000,-0.003461741192622867
681,1,681,2638,2638.57948132199,68100,-0.003467819132179102
682,1,682,2639,2638.232085292985,68200,-0.003473960290048126
683,1,683,2636,2637.884076521212,68300,-0.0034800877177303844
684,1,684,2638,2637.5354661668543,68400,-0.003486103543577883
685,1,685,2637,2637.186262588835,68500,-0.0034920357801956924
686,1,686,2635,2636.836474146075,68600,-0.0034978844275974554
687,1,687,2637,2636.486109197498,68700,-0.003503649485769529
688,1,688,2633,2636.1351761020255,68800,-0.0035093309547255557
689,1,689,2635,2635.78368321858,68900,-0.003514928834456441
690,1,690,2638,2635.4316389060837,69000,-0.003520443124962185
691,1,691,2634,2635.0790515234576,69100,-0.003525873826260977
692,1,692,2634,2634.725929429625,69200,-0.003531220938325532
693,1,693,2633,2634.3722809835076,69300,-0.003536484461174041
694,1,694,2634,2634.0181145440274,69400,-0.0035416643948019554
695,1,695,2634,2633.663438470108,69500,-0.0035467607391956335
696,1,696,2631,2633.308261120669,69600,-0.003551773494386907
697,1,697,2631,2632.9525908546348,69700,-0.0035567026603439446
698,1,698,2633,2632.5964360309267,69800,-0.0035615482370803873
699,1,699,2632,2632.2398050084676,69900,-0.003566310224591689
700,1,700,2632,2631.8827061461784,70000,-0.003570988622891491
701,1,701,2631,2631.5251478029813,70100,-0.003575583431970699
702,1,702,2631,2631.1671383377993,70200,-0.0035800946518202183
703,1,703,2630,2630.8086861095544,70300,-0.0035845222824491428
704,1,704,2631,2630.449799477168,70400,-0.003588866323862021
705,1,705,2630,2630.0904867995637,70500,-0.00359312677604521
706,1,706,2630,2629.730756435662,70600,-0.0035973036390168998
707,1,707,2629,2629.370616744387,70700,-0.0036013969127498056
708,1,708,2629,2629.010076084659,70800,-0.0036054065972803075
709,1,709,2636,2628.649142815401,70900,-0.00360933269258112
710,1,710,2628,2628.287825295535,71000,-0.0036131751986567904
711,1,711,2627,2627.926131883984,71100,-0.0036169341155118675
712,1,712,2628,2627.564070939669,71200,-0.0036206094431508974
713,1,713,2629,2627.2016508215124,71300,-0.003624201181564786
714,1,714,2628,2626.8388798884366,71400,-0.00362770933075808
715,1,715,2627,2626.4757664993635,71500,-0.00363113389073078
716,1,716,2628,2626.1123190132157,71600,-0.0036344748614783383
717,1,717,2628,2625.748545788915,71700,-0.003637732243005303
718,1,718,2628,2625.3844551853836,71800,-0.00364090603531622
719,1,719,2631,2625.0200555615443,71900,-0.0036439962383929014
720,1,720,2625,2624.655355276318,72000,-0.0036470028522626306
721,1,721,2626,2624.290362688628,72100,-0.0036499258768981236
722,1,722,2625,2623.9250861573955,72200,-0.0036527653123266646
723,1,723,2625,2623.5595340415434,72300,-0.003655521158520969
724,1,724,2625,2623.193714699994,72400,-0.003658193415494679
725,1,725,2624,2622.8276364916696,72500,-0.0036607820832432482
726,1,726,2625,2622.4613077754907,72600,-0.0036632871617894125
727,1,727,2626,2622.094736910381,72700,-0.003665708651096793
728,1,728,2623,2621.727932255263,72800,-0.0036680465511790316
729,1,729,2620,2621.360902169057,72900,-0.003670300862058866
730,1,730,2621,2620.9936550106872,73000,-0.0036724715836999166
731,1,731,2621,2620.6261991390747,73100,-0.0036745587161249203
732,1,732,2619,2620.2585429131414,73200,-0.0036765622593338777
733,1,733,2620,2619.8906946918105,73300,-0.003678482213308598
734,1,734,2620,2619.5226628340033,73400,-0.0036803185780718197
735,1,735,2620,2619.1544556986423,73500,-0.003682071353609899
736,1,736,2618,2618.786081644649,73600,-0.003683740539931932
737,1,737,2619,2618.4175490309467,73700,-0.003685326137024276
738,1,738,2618,2618.048866216457,73800,-0.0036868281448960262
739,1,739,2618,2617.6800415601024,73900,-0.0036882465635471816
740,1,740,2618,2617.3110834208037,74000,-0.0036895813929868383
741,1,741,2618,2616.942000157485,74100,-0.0036908326331877104
742,1,742,2615,2616.5728001290677,74200,-0.003692000284172536
743,1,743,2616,2616.2034916944726,74300,-0.0036930843459504104
744,1,744,2615,2615.834083212624,74400,-0.003694084818484953
745,1,745,2616,2615.4640293398274,74500,-0.0037005387279668866
746,1,746,2617,2615.0928003811364,74600,-0.0037122895869106287
747,1,747,2617,2614.72042816859,74700,-0.003723722125464519
748,1,748,2615,2614.3469445342307,74800,-0.003734836343592178
749,1,749,2615,2613.972381310098,74900,-0.0037456322413254384
750,1,750,2615,2613.5967703282336,75000,-0.0037561098186461093
751,1,751,2614,2613.2201434206786,75100,-0.0037662690755496443
752,1,752,2613,2612.8425324194723,75200,-0.0037761100120633274
753,1,753,2613,2612.4639691566563,75300,-0.003785632628159874
754,1,754,2613,2612.0844854642723,75400,-0.0037948369238392844
755,1,755,2613,2611.7041131743604,75500,-0.003803722899119748
756,1,756,2612,2611.3228841189602,75600,-0.0038122905540012653
757,1,757,2613,2610.9408301301146,75700,-0.003820539888456551
758,1,758,2612,2610.557983039863,75800,-0.003828470902517438
759,1,759,2620,2610.1743746802467,75900,-0.0038360835961611882
760,1,760,2611,2609.7900368833066,76000,-0.003843377969401445
761,1,761,2610,2609.4050014810828,76100,-0.003850354022238207
762,1,762,2611,2609.019300305617,76200,-0.0038570117546578332
763,1,763,2610,2608.632965188949,76300,-0.0038633511666785127
764,1,764,2609,2608.246027963121,76400,-0.0038693722582820557
765,1,765,2608,2607.8585204601727,76500,-0.0038750750294821047
766,1,766,2611,2607.470474512145,76600,-0.0038804594802786595
767,1,767,2609,2607.081921951079,76700,-0.0038855256106580783
768,1,768,2607,2606.692894609015,76800,-0.00389027342063855
769,1,769,2607,2606.3034243179945,76900,-0.0038947029102064335
770,1,770,2606,2605.913542910058,77000,-0.0038988140793662753
771,1,771,2603,2605.5232822172466,77100,-0.0039026069281135277
772,1,772,2603,2605.1326740716004,77200,-0.003906081456461834
773,1,773,2605,2604.74175030516,77300,-0.003909237664402099
774,1,774,2605,2604.3505427499686,77400,-0.003912075551916132
775,1,775,2603,2603.9590832380636,77500,-0.003914595119049409
776,1,776,2604,2603.567403601488,77600,-0.003916796365756454
777,1,777,2603,2603.175535672282,77700,-0.003918679292060006
778,1,778,2603,2602.783511282486,77800,-0.0039202438979600625
779,1,779,2602,2602.3913622641417,77900,-0.003921490183442984
780,1,780,2601,2601.9991204492885,78000,-0.003922418148531506
781,1,781,2600,2601.6068176699687,78100,-0.003923027793198344
782,1,782,2599,2601.2144857582225,78200,-0.003923319117461688
783,1,783,2601,2600.822156546091,78300,-0.00392329212131699
784,1,784,2600,2600.429861865614,78400,-0.0039229468047687985
785,1,785,2600,2600.037633548833,78500,-0.003922283167808019
786,1,786,2598,2599.6455034277888,78600,-0.003921301210443744
787,1,787,2597,2599.2535033345225,78700,-0.003920000932662333
788,1,788,2598,2598.8616651010743,78800,-0.003918382334481976
789,1,789,2597,2598.4700205594854,78900,-0.003916445415889029
790,1,790,2597,2598.078601541797,79000,-0.0039141901768834945
791,1,791,2597,2597.6874398800483,79100,-0.003911616617488107
792,1,792,2597,2597.2965674062816,79200,-0.003908724737666489
793,1,793,2595,2596.9060159525375,79300,-0.0039055145374413767
794,1,794,2590,2596.5158173508557,79400,-0.003901986016817318
795,1,795,2599,2596.1260034332786,79500,-0.0038981391757715754
796,1,796,2595,2595.736606031847,79600,-0.0038939740143177914
797,1,797,2594,2595.3476569785994,79700,-0.0038894905324741557
798,1,798,2594,2594.9591881055794,79800,-0.0038846887301997412
799,1,799,2595,2594.571231244826,79900,-0.003879568607535475
800,1,800,2593,2594.18381822838,80000,-0.0038741301644586203
801,1,801,2593,2593.7969808882835,80100,-0.0038683734009646287
802,1,802,2592,2593.410751056576,80200,-0.003862298317076238
803,1,803,2593,2593.0251605653,80300,-0.003855904912757069
804,1,804,2591,2592.6402412464945,80400,-0.0038491931880571427
805,1,805,2591,2592.2560249322005,80500,-0.0038421631429400803
806,1,806,2592,2591.8725434544594,80600,-0.003834814777410429
807,1,807,2590,2591.4888712274746,80700,-0.0038367222698479963
808,1,808,2589,2591.1040877580917,80800,-0.0038478346938290997
809,1,809,2588,2590.718232517317,80900,-0.003858552407746174
810,1,810,2589,2590.3313449761563,81000,-0.0038688754116083146
811,1,811,2588,2589.943464605616,81100,-0.0038788037054018785
812,1,812,2592,2589.5546308767007,81200,-0.003888337289154151
813,1,813,2589,2589.1648832604183,81300,-0.003897476162824205
814,1,814,2588,2588.774261227772,81400,-0.003906220326462062
815,1,815,2581,2588.3828042497694,81500,-0.0039145697800267954
816,1,816,2587,2587.9905517974166,81600,-0.003922524523527499
817,1,817,2587,2587.597543341717,81700,-0.003930084556996008
818,1,818,2586,2587.203818353679,81800,-0.003937249880382296
819,1,819,2586,2586.8094163043083,81900,-0.003944020493704557
820,1,820,2585,2586.4143766646093,82000,-0.003950396396990072
821,1,821,2585,2586.0187389055886,82100,-0.003956377590207012
822,1,822,2584,2585.622542498252,82200,-0.00396196407336447
823,1,823,2585,2585.225826913606,82300,-0.003967155846462447
824,1,824,2585,2584.8286316226554,82400,-0.003971952909505489
825,1,825,2584,2584.430996096406,82500,-0.003976355262493598
826,1,826,2585,2584.032959805865,82600,-0.0039803629054085835
827,1,827,2583,2583.6345622220365,82700,-0.003983975838286824
828,1,828,2582,2583.2358428159273,82800,-0.003987194061091941
829,1,829,2582,2582.8368410585435,82900,-0.003990017573837577
830,1,830,2582,2582.43759642089,83000,-0.003992446376537373
831,1,831,2583,2582.038148373973,83100,-0.003994480469168593
832,1,832,2582,2581.638536388799,83200,-0.003996119851740332
833,1,833,2580,2581.238799936373,83300,-0.003997364524257137
834,1,834,2581,2580.8389784877013,83400,-0.003998214486719007
835,1,835,2581,2580.43911151379,83500,-0.003998669739112302
836,1,836,2580,2580.039238485645,83600,-0.003998730281450662
837,1,837,2581,2579.6393988742707,83700,-0.003998396113743184
838,1,838,2581,2579.2396321506744,83800,-0.003997667235962581
839,1,839,2584,2578.839977785861,83900,-0.003996543648136139
840,1,840,2579,2578.4404752508376,84000,-0.003995025350232027
841,1,841,2579,2578.0411640166085,84100,-0.003993112342291169
842,1,842,2579,2577.6420835541808,84200,-0.003990804624277189
843,1,843,2576,2577.2432733345595,84300,-0.0039881021962128215
844,1,844,2578,2576.8447728287506,84400,-0.003985005058088973
845,1,845,2578,2576.446621507761,84500,-0.003981513209896548
846,1,846,2577,2576.048858842595,84600,-0.0039776266516582835
847,1,847,2576,2575.651524304259,84700,-0.003973345383360538
848,1,848,2573,2575.2546573637587,84800,-0.0039686694050033115
849,1,849,2575,2574.8582974921014,84900,-0.00396359871657296
850,1,850,2575,2574.4624841602904,85000,-0.003958133318110413
851,1,851,2575,2574.067256839334,85100,-0.003952273209565646
852,1,852,2573,2573.672655000236,85200,-0.003946018390979589
853,1,853,2573,2573.2787181140034,85300,-0.003939368862324955
854,1,854,2574,2572.8854856516414,85400,-0.0039323246236199335
855,1,855,2573,2572.4929970841567,85500,-0.003924885674846337
856,1,856,2574,2572.1012918825545,85600,-0.0039170520160223534
857,1,857,2573,2571.710409517841,85700,-0.0039088236471343405
858,1,858,2571,2571.320389461022,85800,-0.0039002005681913945
859,1,859,2573,2570.931271183102,85900,-0.0038911827791980615
860,1,860,2571,2570.543094155089,86000,-0.0038817702801316046
861,1,861,2569,2570.1558978479884,86100,-0.003871963071005666
862,1,862,2570,2569.7697217328036,86200,-0.0038617611518475315
863,1,863,2570,2569.384605280544,86300,-0.0038511645225980827
864,1,864,2571,2569.000587962213,86400,-0.0038401731833073425
865,1,865,2569,2568.617709248818,86500,-0.0038287871339525736
866,1,866,2567,2568.2360086113636,86600,-0.0038170063745428706
867,1,867,2568,2567.8555255208553,86700,-0.0038048309050827812
868,1,868,2569,2567.4762994483003,86800,-0.003792260725549568
869,1,869,2572,2567.0976560829004,86900,-0.0037864336539996657
870,1,870,2566,2566.7189044508727,87000,-0.003787516320276154
871,1,871,2565,2566.3400590287447,87100,-0.003788454221280517
872,1,872,2565,2565.9611342930452,87200,-0.003789247356994565
873,1,873,2566,2565.5821447203025,87300,-0.0037898957274273923
874,1,874,2564,2565.203104787044,87400,-0.0037903993325835474
875,1,875,2564,2564.824028969799,87500,-0.0037907581724493868
876,1,876,2562,2564.4449317450944,87600,-0.003790972247047648
877,1,877,2562,2564.06582758946,87700,-0.0037910415563464995
878,1,878,2563,2563.686730979422,87800,-0.0037909661003777727
879,1,879,2564,2563.3076563915097,87900,-0.0037907458791232784
880,1,880,2563,2562.928618302251,88000,-0.0037903808925875636
881,1,881,2563,2562.5496311881748,88100,-0.0037898711407615337
882,1,882,2563,2562.170709525808,88200,-0.003789216623667926
883,1,883,2563,2561.79186779168,88300,-0.0037884173412794553
884,1,884,2562,2561.4131204623177,88400,-0.003787473293623407
885,1,885,2563,2561.03448201425,88500,-0.003786384480677043
886,1,886,2561,2560.6559669240055,88600,-0.0037851509024449115
887,1,887,2561,2560.2775896681114,88700,-0.0037837725589406545
888,1,888,2559,2559.8993647230964,88800,-0.00378224945015063
889,1,889,2558,2559.5213065654884,88900,-0.003780581576079385
890,1,890,2559,2559.1434296718153,89000,-0.0037787689367314668
891,1,891,2558,2558.7657485186064,89100,-0.003776811532088686
892,1,892,2558,2558.3882775823886,89200,-0.003774709362178328
