OBJECTID,ORIG_FID,index,elev,smoothed_elev,distance_m,smoothed_slope
415,1,415,2719,2719.6813931982024,41500,-0.003595121565631416
416,1,416,2719,2719.3230785286296,41600,-0.003583146695727919
417,1,417,2719,2718.966011800251,41700,-0.0035706672837841325
418,1,418,2718,2718.610243467273,41800,-0.0035576833297818666
419,1,419,2717,2718.2558239838986,41900,-0.0035441948337438588
420,1,420,2718,2717.902803804333,42000,-0.0035302017956564667
421,1,421,2717,2717.5512333827796,42100,-0.003515704215533333
422,1,422,2718,2717.2011631734445,42200,-0.0035007020933517197
423,1,423,2718,2716.8526436305306,42300,-0.003485195429138912
424,1,424,2716,2716.505725208244,42400,-0.003469184222867625
425,1,425,2716,2716.160458360787,42500,-0.003452668474569691
426,1,426,2716,2715.8168935423655,42600,-0.003435648184213278
427,1,427,2719,2715.4750812071843,42700,-0.0034181233518120278
428,1,428,2714,2715.135071809447,42800,-0.0034000939773750362
429,1,429,2714,2714.796915803359,42900,-0.003381560060879565
430,1,430,2715,2714.4606636431226,43000,-0.0033625216023619943
431,1,431,2711,2714.1263657829454,43100,-0.0033429786017723016
432,1,432,2714,2713.79407267703,43200,-0.0033229310591559626
433,1,433,2714,2713.4638347795803,43300,-0.0033023789744947864
434,1,434,2713,2713.1357025448024,43400,-0.003281322347779678
435,1,435,2712,2712.8102531630366,43500,-0.0032544938176579307
436,1,436,2711,2712.4879709956954,43600,-0.0032228216734119996
437,1,437,2712,2712.168767253589,43700,-0.0031920374210631054
438,1,438,2712,2711.852553147529,43800,-0.003162141060602153
439,1,439,2712,2711.539239888325,43900,-0.003133132592038237
440,1,440,2712,2711.2287386867874,44000,-0.0031050120153759053
441,1,441,2711,2710.920960753728,44100,-0.0030777793305924207
442,1,442,2708,2710.615817299957,44200,-0.00305143453771052
443,1,443,2708,2710.3132195362846,44300,-0.003025977636725656
