OBJECTID,ORIG_FID,index,elev,smoothed_elev,distance_m,smoothed_slope
424,1,424,2432,2432.534140956665,42400,-0.0046365475510356195
425,1,425,2431,2432.0708720876305,42500,-0.004632688690344366
426,1,426,2430,2431.6079845901922,42600,-0.004628874974382597
427,1,427,2431,2431.145473949876,42700,-0.004625106403163954
428,1,428,2430,2430.6833356522075,42800,-0.00462138297668389
429,1,429,2430,2430.2215651827137,42900,-0.004617704694937857
430,1,430,2432,2429.7601580269197,43000,-0.004614071557939497
431,1,431,2428,2429.2991096703527,43100,-0.00461048356567062
432,1,432,2430,2428.838415598538,43200,-0.0046069407181448694
433,1,433,2429,2428.3780712970024,43300,-0.004603443015357697
434,1,434,2429,2427.9180722512724,43400,-0.0045999904573000095
435,1,435,2429,2427.4584139468734,43500,-0.004596583043989994
436,1,436,2428,2426.999091869332,43600,-0.004593220775414011
437,1,437,2425,2426.540101504173,43700,-0.004589903651590248
438,1,438,2425,2426.081438336925,43800,-0.004586631672477779
439,1,439,2424,2425.623097853112,43900,-0.004583404838131173
440,1,440,2427,2425.165075538262,44000,-0.004580223148500409
441,1,441,2423,2424.7073668779,44100,-0.004577086603621865
442,1,442,2425,2424.2499673575517,44200,-0.0045739952034819
443,1,443,2425,2423.7928724627445,44300,-0.004570948948071418
444,1,444,2423,2423.336077679003,44400,-0.004567947837413158
445,1,445,2422,2422.8795784918552,44500,-0.004564991871479834
446,1,446,2422,2422.4233703868263,44600,-0.004562081050289634
